Grupos etarios Uso Internet,Años__ESTANDAR,value,grupo_etario_ord,País__ESTANDAR_Argentina,País__ESTANDAR_Bolivia (Estado Plurinacional de),País__ESTANDAR_Brasil,País__ESTANDAR_Chile,País__ESTANDAR_Colombia,País__ESTANDAR_Costa Rica,País__ESTANDAR_Ecuador,País__ESTANDAR_El Salvador,País__ESTANDAR_Honduras,País__ESTANDAR_México,País__ESTANDAR_Panamá,País__ESTANDAR_Paraguay,País__ESTANDAR_Perú,País__ESTANDAR_Uruguay
edad de medicion a 17 años,2016,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2017,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2018,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2019,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2020,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2021,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2022,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2016,86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2017,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2018,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2019,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2020,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2021,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2022,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2016,82,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2017,86,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2018,88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2019,90,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2020,92,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2021,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2022,95,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2016,61,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2017,68,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2018,74,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2019,77,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2020,81,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2021,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2022,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2016,29,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2017,34,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2018,40,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2019,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2020,55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2021,57,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2022,63,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2009,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2012,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2013,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2014,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2015,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2016,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2017,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2018,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2019,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2020,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2021,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2009,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2012,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2013,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2014,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2015,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2016,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2017,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2018,78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2019,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2020,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2021,86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2009,27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2012,33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2013,37,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2014,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2015,38,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2016,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2017,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2018,55,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2019,60,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2020,73,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2021,73,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2009,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2012,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2013,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2014,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2015,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2016,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2017,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2018,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2019,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2020,40,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2021,45,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2009,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2012,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2013,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2014,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2015,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2016,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2017,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2018,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2019,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2020,17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2021,21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2005,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2008,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2009,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2011,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2012,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2013,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2014,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2015,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2005,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2008,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2009,63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2011,67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2012,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2013,71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2014,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2015,81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2005,21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2008,32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2009,40,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2011,48,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2012,51,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2013,53,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2014,59,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2015,64,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2005,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2008,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2009,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2011,23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2012,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2013,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2014,31,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2015,35,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2005,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2008,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2009,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2011,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2012,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2013,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2014,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2015,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2000,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2003,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2006,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2009,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2011,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2013,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2015,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2017,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2000,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2003,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2006,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2009,67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2011,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2013,85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2015,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 a 25 años de edad,2017,94,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2000,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2003,22,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2006,30,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2009,40,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2011,53,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2013,64,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2015,77,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26 a 50 años de edad,2017,86,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2000,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2003,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2006,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2009,22,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2011,26,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2013,32,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2015,44,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51 a 65 años,2017,58,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2000,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2003,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2006,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2009,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2011,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2013,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2015,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66 años en adelante,2017,23,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
edad de medicion a 17 años,2012,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
